TABELA DE INSUMOS;;;;;;;;;;;
;;;;;;;;;;;
Item;CÓDIGO DA SOLUÇÃO NA PIR/SIAC;Produto (Solução);Quantidade;Descrição do Insumo;Detalhamento;Código RM;;;;;
2364;BA00000000467/010000001140;JOVENS EMPREENDEDORES PRIMEIROS PASSOS – ENSINO FUNDAMENTAL (1º ao 9º ano)- Capacitação de Professores;1;XEROX- SLIDES DA FUNDAMENTAÇÃO METODOLÓGICA- FACILITADOR;;;;;;;
332;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
416;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;20;Expediente/Papel Flip Chart;;01.02.0179;;;;;
465;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
520;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
548;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
567;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
638;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Papel Cartolina - Azul;;01.02.0405;;;;;
1030;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1129;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1940;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1985;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2056;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2146;BA00000000139/01000000003601;JUNTOS SOMOS FORTES – AGRONEGÓCIO - TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
317;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
333;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
417;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;20;Expediente/Papel Flip Chart;;01.02.0179;;;;;
466;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
521;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
568;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
639;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Papel Cartolina - Azul;;01.02.0405;;;;;
1031;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1130;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1365;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;30;GUIAS DO PARTICIPANTE;;;;;;;
1728;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;NP;Matriz/Formulário de avaliação;;;;;;;
1941;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1986;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2057;BA00000000138/010000000036 ;JUNTOS SOMOS FORTES_TELESSALA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Expediente/Balão Colorido - PCT 50;;01.02.0005;;;;;
74;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
156;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;30;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
318;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
334;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
360;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;6;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
418;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;10;Expediente/Papel Flip Chart;;01.02.0179;;;;;
467;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
522;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;2;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
549;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
569;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
675;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;3;Expediente/Papel Cartolina - Rosa;;01.02.0408;;;;;
695;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;2;Expediente/Papel Cartolina - Verde;;01.02.0409;;;;;
793;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;3;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
959;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Check Item/CD/MÚSICA RELAXANTE;;;;;;;
991;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Check Item/SUCATAS DIVERSAS;"TAMPINHAS, CAIXAS DE FÓSFOROS, CORNETAS, PANDEIROS, RECO-RECO E OUTROS INSTRUMENTOS DE FANTASIAS:
( FANTASIAS, MÁSCARAS E CHAPÉUS).
";;;;;;
1032;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1081;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;30;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1131;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1179;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Expediente/Clipes Niquelado - Papel nº 02 ;;01.02.0031;;;;;
1450;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;3;Impresso/CÓPIAS DO DA FOLHA DE TRABALHO 1;;;;;;;
1453;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;2;Impresso/CÓPIAS DO TEXTO- COMUNICAÇÃO- O LÍDER FALANDO EM PÚBLICO;;;;;;;
1455;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;2;Impresso/CÓPIAS DO TEXTO- NEGOCIAÇÃO;;;;;;;
1458;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;2;Impresso/CÓPIAS DO TEXTO- REUNIÕES;;;;;;;
1673;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;NP;Manual do Participante;;;;;;;
1729;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;NP;Matriz/Formulário de avaliação;;;;;;;
1767;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;2;Matriz/Lista de Presença;;;;;;;
1809;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Pacote de balas;;;;;;;
1909;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1955;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2000;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2092;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2147;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2228;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;4;REVISTAS PARA RECORTE;;;;;;;
2328;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;TNT Amarelo – 1 Metro;;;;;;;
2331;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;TNT Preto - 1 Metro;;;;;;;
2334;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;TNT Verde - 1 Metro;;;;;;;
2337;BA00000000478/010000001401;LIDERANCA ESTRATEGICA;1;TNT Vermelho - 1 Metro;;;;;;;
25;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
75;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
121;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
157;BA00000000527/030000002184;LIDERAR NO CAMPO;10;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
293;BA00000000527/030000002184;LIDERAR NO CAMPO;5;Expediente/Papel Sulfit - Amarelo;;01.02.0102;;;;;
361;BA00000000527/030000002184;LIDERAR NO CAMPO;1;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
419;BA00000000527/030000002184;LIDERAR NO CAMPO;20;Expediente/Papel Flip Chart;;01.02.0179;;;;;
780;BA00000000527/030000002184;LIDERAR NO CAMPO;5;Expediente/Papel Sulfit - Verde; ;01.02.0425;;;;;
1033;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1082;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1132;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1399;BA00000000527/030000002184;LIDERAR NO CAMPO;1;Impresso/Cópia do Anexo 1 – Molde círculo para dinâmica da Atividade 1.;;;;;;;
1402;BA00000000527/030000002184;LIDERAR NO CAMPO;1;Impresso/Cópia do Anexo 2 – Fichas com palavras para formação de grupos na Atividade 2.;;;;;;;
1730;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;Matriz/Formulário de avaliação;;;;;;;
1795;BA00000000527/030000002184;LIDERAR NO CAMPO;NP;No Campo/MP Liderar;;;;;;;
1881;BA00000000527/030000002184;LIDERAR NO CAMPO;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2265;BA00000000527/030000002184;LIDERAR NO CAMPO;3;Expediente/Barbante 4/8;;01.02.0045;;;;;
2408;BA00000000527/030000002184;LIDERAR NO CAMPO;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2409;BA00000000527/030000002184;LIDERAR NO CAMPO;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2410;BA00000000527/030000002184;LIDERAR NO CAMPO;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
420;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;50;Expediente/Papel Flip Chart;;01.02.0179;;;;;
831;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;NP;Na medida/Bloco;;01.06.0001;;;;;
853;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;NP;Na medida/Pasta;;01.06.0002;;;;;
875;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;NP;Na medida/Caneta;;01.06.0005;;;;;
900;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;NP;Na medida/Certificado;;01.06.0006;;;;;
1011;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;1;Check Item/Vídeo do Na Medida;;;;;;;
1674;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;NP;Manual do Participante;;;;;;;
1731;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;NP;Matriz/Formulário de avaliação;;;;;;;
1882;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2411;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2412;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2413;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;2;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
3042;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;1;Caixa de Som ;;01.08.0010 ;;;;;
3104;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
3170;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;1;Evento/Computador ;;02.01.0046 ;;;;;
3233;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;1;Evento/Flip Chart ;;02.01.0054 ;;;;;
3299;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;1;Evento/Projetor multimídia com rack - Tipo 1 ;;02.01.0263 ;;;;;
3368;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;1;Serviços Prestados Instrutoria ;;02.01.0998 ;;;;;
3434;BA00000000503/030000002067 ;Lucratividade e rentabilidade financeira Na Medida;1;Tela de Projeção ;;01.08.0057 ;;;;;
3;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Expediente/Balão Colorido - PCT 50;;01.02.0005;;;;;
76;BA00000000142/010000000040;MULHER EMPREENDEDORA;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
158;BA00000000142/010000000040;MULHER EMPREENDEDORA;30;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
319;BA00000000142/010000000040;MULHER EMPREENDEDORA;30;Expediente/Pasta com Aba de Elástico Tamanho Ofício ;;01.02.0110;;;;;
335;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
362;BA00000000142/010000000040;MULHER EMPREENDEDORA;6;Expediente/Tesoura Escolar - 15cm;;01.02.0135;;;;;
421;BA00000000142/010000000040;MULHER EMPREENDEDORA;10;Expediente/Papel Flip Chart;;01.02.0179;;;;;
468;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
523;BA00000000142/010000000040;MULHER EMPREENDEDORA;2;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
550;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
570;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
676;BA00000000142/010000000040;MULHER EMPREENDEDORA;3;Expediente/Papel Cartolina - Rosa;;01.02.0408;;;;;
696;BA00000000142/010000000040;MULHER EMPREENDEDORA;2;Expediente/Papel Cartolina - Verde;;01.02.0409;;;;;
794;BA00000000142/010000000040;MULHER EMPREENDEDORA;3;Expediente/Cola Bastão - Branca - 10g;;01.02.0603;;;;;
962;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Check Item/CD/MÚSICAS DIVERSAS;;;;;;;
992;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Check Item/SUCATAS DIVERSAS;TAMPINHAS, CAIXAS DE FÓSFOROS, CORNETAS, PANDEIROS, RECO-RECO E OUTROS INSTRUMENTOS DE FANTASIAS: ( FANTASIAS, MÁSCARAS E CHAPÉUS).;;;;;;
1034;BA00000000142/010000000040;MULHER EMPREENDEDORA;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1083;BA00000000142/010000000040;MULHER EMPREENDEDORA;NP;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1133;BA00000000142/010000000040;MULHER EMPREENDEDORA;NP;Gráfica/Bloco de Anotação - Matriz - Produto Sustentavel;;02.01.0487;;;;;
1180;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Expediente/Clipes Niquelado - Papel nº 02 ;;01.02.0031;;;;;
1451;BA00000000142/010000000040;MULHER EMPREENDEDORA;3;Impresso/CÓPIAS DO DA FOLHA DE TRABALHO 1;;;;;;;
1454;BA00000000142/010000000040;MULHER EMPREENDEDORA;2;Impresso/CÓPIAS DO TEXTO- COMUNICAÇÃO- O LÍDER FALANDO EM PÚBLICO;;;;;;;
1456;BA00000000142/010000000040;MULHER EMPREENDEDORA;2;Impresso/CÓPIAS DO TEXTO- NEGOCIAÇÃO;;;;;;;
1459;BA00000000142/010000000040;MULHER EMPREENDEDORA;2;Impresso/CÓPIAS DO TEXTO- REUNIÕES;;;;;;;
1675;BA00000000142/010000000040;MULHER EMPREENDEDORA;NP;Manual do Participante;;;;;;;
1732;BA00000000142/010000000040;MULHER EMPREENDEDORA;NP;Matriz/Formulário de avaliação;;;;;;;
1768;BA00000000142/010000000040;MULHER EMPREENDEDORA;2;Matriz/Lista de Presença;;;;;;;
1810;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;Pacote de balas;;;;;;;
1910;BA00000000142/010000000040;MULHER EMPREENDEDORA;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1956;BA00000000142/010000000040;MULHER EMPREENDEDORA;5;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2001;BA00000000142/010000000040;MULHER EMPREENDEDORA;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2093;BA00000000142/010000000040;MULHER EMPREENDEDORA;3;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2229;BA00000000142/010000000040;MULHER EMPREENDEDORA;4;REVISTAS PARA RECORTE;;;;;;;
2329;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;TNT Amarelo – 1 Metro;;;;;;;
2332;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;TNT Preto - 1 Metro;;;;;;;
2335;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;TNT Verde - 1 Metro;;;;;;;
2338;BA00000000142/010000000040;MULHER EMPREENDEDORA;1;TNT Vermelho - 1 Metro;;;;;;;
26;BA00000000519/030000002122;NEGOCIAR NO CAMPO;NP;Expediente/Borracha - Bicolor - Macia 52x18x7 mm;;01.02.0016;;;;;
77;BA00000000519/030000002122;NEGOCIAR NO CAMPO;NP;Expediente/Crachá Plástico com Prendedor - PCT 50;;01.02.0037;;;;;
122;BA00000000519/030000002122;NEGOCIAR NO CAMPO;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
159;BA00000000519/030000002122;NEGOCIAR NO CAMPO;100;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
422;BA00000000519/030000002122;NEGOCIAR NO CAMPO;10;Expediente/Papel Flip Chart;;01.02.0179;;;;;
524;BA00000000519/030000002122;NEGOCIAR NO CAMPO;1;Expediente/Fita Adesiva - Crepe - 19x50;;01.02.0313;;;;;
782;BA00000000519/030000002122;NEGOCIAR NO CAMPO;1;Expediente/Caixa de Fósforo;;01.02.0553;;;;;
1035;BA00000000519/030000002122;NEGOCIAR NO CAMPO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1084;BA00000000519/030000002122;NEGOCIAR NO CAMPO;NP;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1733;BA00000000519/030000002122;NEGOCIAR NO CAMPO;NP;Matriz/Formulário de avaliação;;;;;;;
1796;BA00000000519/030000002122;NEGOCIAR NO CAMPO;NP;No Campo/MP Negociar;;;;;;;
1942;BA00000000519/030000002122;NEGOCIAR NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
1987;BA00000000519/030000002122;NEGOCIAR NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2066;BA00000000519/030000002122;NEGOCIAR NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2148;BA00000000519/030000002122;NEGOCIAR NO CAMPO;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
123;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;NP;Expediente/Lápis Apontado - Preto - nº 02;;01.02.0070;;;;;
160;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;1;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel;Resma;01.02.0086;;;;;
207;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;16;Cabide Amarelo;;;;;;;
215;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;2;Cabide Azul;;;;;;;
217;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;8;Cabide Branco;;;;;;;
218;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;1;Cabide Verde;do mesmo formato;;;;;;
219;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;4;Cabide Vermelho;;;;;;;
423;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;10;Expediente/Papel Flip Chart;;01.02.0179;;;;;
1036;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;NP;Matriz/Caneta - Produto Sustentavel;;01.06.0237;;;;;
1085;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;NP;Gráfica/Certificado - Matriz- Produto Sustentavel;;02.01.0483;;;;;
1297;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;1;Expediente/Balão - 1 cor;50 Azul;01.02.0564;;;;;
1303;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;1;Expediente/Balão - 1 cor;50 Braco;01.02.0564;;;;;
1395;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;NP;Impresso/Cópia da “História do Cofre” para cada participante;;;;;;;
1734;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;NP;Matriz/Formulário de avaliação;;;;;;;
2241;BA00000000493/010000001932;NEGÓCIO CERTO RURAL – NO CAMPO;1;Expediente/Barbante 4/8;;01.02.0045;;;;;
161;BA00000000535/030000002231;OFICINA MEG;100;Expediente/Papel Ofício A4 - 210x297mm - Produto Sustentavel - Folha;;01.02.0086;;;;;
592;BA00000000535/030000002231;OFICINA MEG;1;CAIXA DE SOM PARA COMPUTADOR;;;;;;;
969;BA00000000535/030000002231;OFICINA MEG;2;Check Item/MICROFONE SEM FIO;;;;;;;
995;BA00000000535/030000002231;OFICINA MEG;1;Check Item/VÍDEO DA FUNDAÇÃO NACIONAL DA QUALIDADE – DEPOIMENTO DOS EMPRESÁRIOS;;;;;;;
1157;BA00000000535/030000002231;OFICINA MEG;1;Check Item/Video Trecho FILME GLADIADOR;Link: WWW.YOUTUBE.COM/WATCH?V=I1JAUD8XWC8;;;;;;
1382;BA00000000535/030000002231;OFICINA MEG;7;Impresso/CARTÕES CRITÉRIOS DE EXCELÊNCIA ;Anexo 7 Cartões Critério de Excelência;;;;;;
1884;BA00000000535/030000002231;OFICINA MEG;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Preto;;01.02.0190;;;;;
2266;BA00000000535/030000002231;OFICINA MEG;1;Expediente/Barbante 4/8;;01.02.0045;;;;;
2267;BA00000000535/030000002231;OFICINA MEG;5;Expediente/Barbante 4/8;;01.02.0045;;;;;
2377;BA00000000535/030000002231;OFICINA MEG;60;Impresso/CARTÕES EXEMPLOS DE PRÁTICAS DE GESTÃO;Anexo 60 CARTÕES COM EXEMPLOS DE PRÁTICAS DE GESTÃO;;;;;;
2417;BA00000000535/030000002231;OFICINA MEG;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Verde;;01.02.0345;;;;;
2418;BA00000000535/030000002231;OFICINA MEG;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Vermelha;;01.02.0346;;;;;
2419;BA00000000535/030000002231;OFICINA MEG;1;Expediente/Pincel Atômico Espessura  2/4.5/8 mm - Azul;;01.02.0120;;;;;
3043;BA00000000535/030000002231;OFICINA MEG;1;Caixa de Som ;;01.08.0010 ;;;;;
3105;BA00000000535/030000002231;OFICINA MEG;NP;Evento/Coffee Break - TIPO 1 ;;02.01.0222 ;;;;;
